"Agency","Agency.Type","Distribution.Channel","Product.Name","Claim","Duration","Destination","Net.Sales","Commision..in.value.","Gender","Age"
"C2B","Airlines","Online","Annual Silver Plan","Yes",365,"SINGAPORE",252.85,63.21,"F",36
"C2B","Airlines","Online","Annual Silver Plan","No",365,"SINGAPORE",252.85,63.21,"M",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",4,"UNITED KINGDOM",0,17.82,"",68
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",163,"MALAYSIA",39.6,23.76,"",58
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",18,"MALAYSIA",39.6,23.76,"",42
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",7,"MALAYSIA",29.7,17.82,"",58
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",88,"VIET NAM",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",15,"THAILAND",24,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",4,"CHINA",56,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",18,"TAIWAN, PROVINCE OF CHINA",96,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",9,"INDONESIA",38,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",101,"GERMANY",79,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",159,"NEW ZEALAND",112,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",40,"MYANMAR",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",10,"CHINA",39,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",162,"AUSTRALIA",67,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",134,"THAILAND",27,0,"",34
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",9,"CHINA",59,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",167,"KOREA, REPUBLIC OF",49,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","Yes",55,"CHINA",15,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",4,"TAIWAN, PROVINCE OF CHINA",40,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",66,"MALAYSIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",9,"HONG KONG",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",13,"CHINA",30,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",10,"NORWAY",57,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",23,"THAILAND",10,0,"",29
"EPX","Travel Agency","Online","Cancellation Plan","No",15,"INDONESIA",11,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",156,"AUSTRALIA",52,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",58,"UNITED STATES",0,0,"",69
"EPX","Travel Agency","Online","Cancellation Plan","No",5,"BRUNEI DARUSSALAM",35,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",17,"UNITED STATES",0,0,"",53
"EPX","Travel Agency","Online","Cancellation Plan","No",22,"HONG KONG",16,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",2,"MYANMAR",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",46,"CHINA",30,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",25,"UNITED ARAB EMIRATES",29,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",15,"VIET NAM",10,0,"",29
"EPX","Travel Agency","Online","Cancellation Plan","No",37,"MALAYSIA",80,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",11,"THAILAND",16,0,"",30
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",12,"VIET NAM",20,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",212,"SINGAPORE",20,0,"",37
"RAB","Airlines","Online","Value Plan","No",158,"BRUNEI DARUSSALAM",15,6,"F",22
"RAB","Airlines","Online","Value Plan","No",62,"BRUNEI DARUSSALAM",15,6,"M",42
"JZI","Airlines","Online","Value Plan","No",20,"CHINA",58,20.3,"F",46
"JZI","Airlines","Online","Value Plan","No",16,"CHINA",0,24.15,"M",54
"JZI","Airlines","Online","Value Plan","No",2,"NEW ZEALAND",36,12.6,"F",54
"LWC","Travel Agency","Online","Single Trip Travel Protect Gold","No",5,"THAILAND",0,20.8,"M",22
"LWC","Travel Agency","Online","Single Trip Travel Protect Gold","No",5,"THAILAND",32,20.8,"M",45
"CCR","Travel Agency","Offline","Comprehensive Plan","No",192,"MALAYSIA",29,9.57,"F",39
"C2B","Airlines","Online","Bronze Plan","No",7,"SINGAPORE",23.5,5.88,"F",30
"C2B","Airlines","Online","Bronze Plan","No",31,"SINGAPORE",17,4.25,"M",25
"C2B","Airlines","Online","Bronze Plan","No",68,"SINGAPORE",61.1,15.28,"F",42
"C2B","Airlines","Online","Bronze Plan","No",37,"SINGAPORE",17,4.25,"M",27
"C2B","Airlines","Online","Bronze Plan","No",3,"SINGAPORE",11.5,2.88,"F",22
"C2B","Airlines","Online","Bronze Plan","No",22,"SINGAPORE",34.5,8.63,"F",27
"C2B","Airlines","Online","Bronze Plan","No",38,"SINGAPORE",13.5,3.38,"M",35
"C2B","Airlines","Online","Bronze Plan","No",16,"SINGAPORE",29.5,7.38,"F",53
"C2B","Airlines","Online","Bronze Plan","No",3,"SINGAPORE",11.5,2.88,"M",34
"C2B","Airlines","Online","Bronze Plan","No",22,"SINGAPORE",62,15.5,"F",33
"C2B","Airlines","Online","Silver Plan","No",41,"SINGAPORE",70.85,17.71,"F",26
"C2B","Airlines","Online","Silver Plan","No",6,"SINGAPORE",35.5,8.88,"M",29
"C2B","Airlines","Online","Silver Plan","No",7,"SINGAPORE",24.5,6.13,"M",57
"C2B","Airlines","Online","Silver Plan","No",6,"SINGAPORE",18.5,4.63,"F",28
"C2B","Airlines","Online","Silver Plan","No",6,"SINGAPORE",18.5,4.63,"F",27
"C2B","Airlines","Online","Silver Plan","No",19,"SINGAPORE",18.5,4.63,"M",32
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",87,"AUSTRALIA",79.2,47.52,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",47,"AUSTRALIA",49.5,29.7,"",56
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",6,"MALAYSIA",39.6,23.76,"",54
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",43,"KOREA, REPUBLIC OF",29.7,17.82,"",52
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",6,"INDONESIA",35,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",8,"MALAYSIA",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",7,"PHILIPPINES",61,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",23,"TAIWAN, PROVINCE OF CHINA",71,0,"",39
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",36,"INDONESIA",112,0,"",45
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",9,"INDONESIA",37,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",45,"CAMBODIA",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",9,"INDONESIA",29,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",52,"JAPAN",36,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",6,"CHINA",27,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",26,"INDIA",20,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",41,"JAPAN",75,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",1,"CHINA",44,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",21,"CHINA",19,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",12,"UNITED KINGDOM",28,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",1,"SINGAPORE",37,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",18,"CANADA",54,0,"",57
"EPX","Travel Agency","Online","Cancellation Plan","No",40,"FRANCE",47,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",16,"TURKEY",79,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",28,"MALAYSIA",10,0,"",43
"EPX","Travel Agency","Online","Cancellation Plan","No",6,"INDONESIA",15,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",23,"VIET NAM",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",11,"CHINA",21,0,"",34
"EPX","Travel Agency","Online","Cancellation Plan","No",14,"CHINA",59,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",25,"CHINA",19,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",5,"INDONESIA",20,0,"",36
"RAB","Airlines","Online","Value Plan","No",36,"BRUNEI DARUSSALAM",31,12.4,"M",40
"RAB","Airlines","Online","Value Plan","No",10,"BRUNEI DARUSSALAM",15,6,"M",54
"SSI","Airlines","Online","Ticket Protector","No",8,"SINGAPORE",9.83,2.76,"",48
"SSI","Airlines","Online","Ticket Protector","No",8,"SINGAPORE",5.35,1.5,"",48
"SSI","Airlines","Online","Ticket Protector","No",28,"SINGAPORE",20.64,5.79,"",48
"SSI","Airlines","Online","Ticket Protector","No",16,"SINGAPORE",1.16,0.32,"",48
"SSI","Airlines","Online","Ticket Protector","No",76,"SINGAPORE",1.32,0.37,"",48
"JZI","Airlines","Online","Basic Plan","No",11,"THAILAND",22,7.7,"M",56
"JZI","Airlines","Online","Basic Plan","No",17,"PHILIPPINES",22,7.7,"F",63
"JZI","Airlines","Online","Basic Plan","No",20,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",22,7.7,"M",39
"C2B","Airlines","Online","Bronze Plan","No",61,"SINGAPORE",53.5,13.38,"M",30
"C2B","Airlines","Online","Bronze Plan","No",21,"SINGAPORE",13.5,3.38,"F",30
"C2B","Airlines","Online","Bronze Plan","No",31,"SINGAPORE",23,5.75,"F",27
"C2B","Airlines","Online","Silver Plan","No",8,"SINGAPORE",33.5,8.38,"F",29
"C2B","Airlines","Online","Annual Silver Plan","No",365,"SINGAPORE",252.85,63.21,"M",22
"C2B","Airlines","Online","Annual Silver Plan","Yes",368,"SINGAPORE",252.85,63.21,"M",41
"C2B","Airlines","Online","Annual Gold Plan","No",365,"SINGAPORE",599,149.75,"F",32
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",9,"THAILAND",29.7,17.82,"",51
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",20,"MALAYSIA",39.6,23.76,"",56
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",21,"MALAYSIA",39.6,23.76,"",45
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",57,"AUSTRALIA",39.6,23.76,"",32
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",60,"AUSTRALIA",39.6,23.76,"",32
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",129,"AUSTRALIA",89.1,53.46,"",45
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",44,"AUSTRALIA",99,59.4,"",40
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",75,"CHINA",54,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",10,"CHINA",76,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",4,"MALAYSIA",20,0,"",47
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",43,"THAILAND",35,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",6,"MALAYSIA",62,0,"",64
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",27,"THAILAND",21,0,"",35
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",85,"PHILIPPINES",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",29,"CHINA",64,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",3,"INDONESIA",22,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",5,"SINGAPORE",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",38,"UNITED KINGDOM",75,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",8,"THAILAND",24,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",27,"INDONESIA",16,0,"",38
"EPX","Travel Agency","Online","Cancellation Plan","No",10,"HONG KONG",18,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",9,"GERMANY",23,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",29,"CHINA",29,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",97,"UNITED STATES",61,0,"",54
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",99,"KOREA, REPUBLIC OF",42,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",9,"VIET NAM",20,0,"",45
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",11,"CAMBODIA",20,0,"",36
"LWC","Travel Agency","Online","Single Trip Travel Protect Platinum","No",9,"MALAYSIA",31,20.15,"M",40
"JZI","Airlines","Online","Basic Plan","No",4,"THAILAND",18,6.3,"M",40
"JZI","Airlines","Online","Basic Plan","No",47,"HONG KONG",26,9.1,"F",64
"JZI","Airlines","Online","Basic Plan","No",96,"CHINA",63,22.05,"M",35
"JZI","Airlines","Online","Basic Plan","No",56,"THAILAND",22,7.7,"F",44
"JZI","Airlines","Online","Basic Plan","No",168,"PHILIPPINES",37,12.95,"F",50
"C2B","Airlines","Online","Bronze Plan","No",21,"SINGAPORE",23.5,5.88,"F",31
"C2B","Airlines","Online","Bronze Plan","No",23,"SINGAPORE",34.5,8.63,"M",65
"C2B","Airlines","Online","Bronze Plan","Yes",128,"SINGAPORE",53.5,13.38,"F",53
"C2B","Airlines","Online","Bronze Plan","No",16,"SINGAPORE",17,4.25,"M",40
"C2B","Airlines","Online","Bronze Plan","No",35,"SINGAPORE",29.5,7.38,"F",38
"C2B","Airlines","Online","Bronze Plan","No",12,"SINGAPORE",29.5,7.38,"F",22
"C2B","Airlines","Online","Silver Plan","No",20,"SINGAPORE",63.5,15.88,"F",27
"C2B","Airlines","Online","Silver Plan","Yes",77,"SINGAPORE",63.5,15.88,"F",43
"C2B","Airlines","Online","Silver Plan","No",165,"SINGAPORE",63.5,15.88,"M",33
"C2B","Airlines","Online","Silver Plan","No",7,"SINGAPORE",18.5,4.63,"M",47
"C2B","Airlines","Online","Silver Plan","No",11,"SINGAPORE",18.5,4.63,"F",27
"C2B","Airlines","Online","Silver Plan","Yes",15,"SINGAPORE",33.5,8.38,"F",24
"C2B","Airlines","Online","Silver Plan","No",38,"SINGAPORE",67,16.75,"F",37
"C2B","Airlines","Online","Silver Plan","No",7,"SINGAPORE",18.5,4.63,"M",37
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",15,"MALAYSIA",39.6,23.76,"",55
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",28,"AUSTRALIA",69.3,41.58,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","Yes",46,"SPAIN",39.6,23.76,"",38
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",20,"AUSTRALIA",49.5,29.7,"",29
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",30,"AUSTRALIA",59.4,35.64,"",61
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",34,"AUSTRIA",49.5,29.7,"",31
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",26,"JAPAN",49,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",160,"SINGAPORE",112,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",162,"THAILAND",112,0,"",46
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",97,"HONG KONG",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",20,"KOREA, REPUBLIC OF",46,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",6,"THAILAND",25,0,"",52
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",4,"INDONESIA",21,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",63,"MALAYSIA",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",5,"INDONESIA",23,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",83,"JAPAN",22,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",322,"CANADA",80,0,"",61
"EPX","Travel Agency","Online","Cancellation Plan","No",45,"SINGAPORE",75,0,"",55
"EPX","Travel Agency","Online","Cancellation Plan","No",42,"AUSTRALIA",41,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",70,"FRANCE",66,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",5,"INDONESIA",17,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",26,"MALAYSIA",32,0,"",53
"EPX","Travel Agency","Online","Cancellation Plan","No",20,"MYANMAR",18,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",102,"VIET NAM",10,0,"",61
"EPX","Travel Agency","Online","Cancellation Plan","No",11,"INDIA",0,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",2,"MYANMAR",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",10,"CHINA",40,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",38,"VIET NAM",10,0,"",25
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",2,"SINGAPORE",20,0,"",36
"SSI","Airlines","Online","Ticket Protector","No",17,"SINGAPORE",18.78,5.26,"",48
"SSI","Airlines","Online","Ticket Protector","No",14,"SINGAPORE",1.09,0.31,"",48
"SSI","Airlines","Online","Ticket Protector","No",56,"SINGAPORE",2.47,0.69,"",48
"JZI","Airlines","Online","Basic Plan","No",65,"PHILIPPINES",22,7.7,"M",41
"JZI","Airlines","Online","Basic Plan","No",168,"PHILIPPINES",37,12.95,"F",47
"JZI","Airlines","Online","Value Plan","No",5,"CHINA",45,15.75,"M",36
"CBH","Travel Agency","Offline","Comprehensive Plan","No",123,"MALAYSIA",29,9.57,"M",22
"ART","Airlines","Online","24 Protect","No",19,"PHILIPPINES",20.59,7.21,"M",48
"C2B","Airlines","Online","Bronze Plan","No",20,"SINGAPORE",17,4.25,"F",31
"C2B","Airlines","Online","Bronze Plan","No",27,"SINGAPORE",23,5.75,"M",34
"C2B","Airlines","Online","Bronze Plan","No",19,"SINGAPORE",17,4.25,"F",23
"C2B","Airlines","Online","Bronze Plan","No",29,"SINGAPORE",77,19.25,"F",29
"C2B","Airlines","Online","Bronze Plan","No",12,"SINGAPORE",29.5,7.38,"M",22
"C2B","Airlines","Online","Bronze Plan","No",62,"SINGAPORE",53.5,13.38,"F",29
"C2B","Airlines","Online","Bronze Plan","Yes",55,"SINGAPORE",53.5,13.38,"M",67
"C2B","Airlines","Online","Bronze Plan","No",25,"SINGAPORE",18,4.5,"M",30
"C2B","Airlines","Online","Bronze Plan","No",5,"SINGAPORE",18,4.5,"F",34
"C2B","Airlines","Online","Silver Plan","Yes",20,"SINGAPORE",72,18,"M",23
"C2B","Airlines","Online","Silver Plan","No",69,"SINGAPORE",63.5,15.88,"F",70
"C2B","Airlines","Online","Silver Plan","No",8,"SINGAPORE",18.5,4.63,"F",28
"C2B","Airlines","Online","Silver Plan","No",35,"SINGAPORE",63.5,15.88,"F",51
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",88,"MAURITIUS",59.4,35.64,"",42
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",9,"FRANCE",59.4,35.64,"",35
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",139,"SINGAPORE",0,17.82,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",2,"AUSTRALIA",9.9,5.94,"",52
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",59,"AUSTRALIA",59.4,35.64,"",32
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",19,"GERMANY",39.6,23.76,"",52
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",41,"AUSTRALIA",29.7,17.82,"",39
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",3,"JORDAN",19.8,11.88,"",24
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",54,"AUSTRALIA",48,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",37,"CHINA",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",7,"THAILAND",24,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",16,"VIET NAM",21,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",6,"THAILAND",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",169,"SINGAPORE",104,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",28,"TAIWAN, PROVINCE OF CHINA",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",33,"KOREA, REPUBLIC OF",62,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",20,"VIET NAM",33,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",9,"INDONESIA",22,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",93,"THAILAND",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",90,"UNITED STATES",94,0,"",34
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",3,"INDONESIA",33,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",23,"TAIWAN, PROVINCE OF CHINA",0,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",11,"MALAYSIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",18,"VIET NAM",15,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",15,"THAILAND",10,0,"",39
"EPX","Travel Agency","Online","Cancellation Plan","No",27,"SINGAPORE",10,0,"",39
"EPX","Travel Agency","Online","Cancellation Plan","No",27,"THAILAND",65,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",23,"UNITED STATES",80,0,"",55
"EPX","Travel Agency","Online","Cancellation Plan","No",97,"MALAYSIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",12,"SINGAPORE",61,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",8,"MALAYSIA",16,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",40,"THAILAND",21,0,"",34
"EPX","Travel Agency","Online","Cancellation Plan","No",1,"SINGAPORE",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",4,"VIET NAM",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",27,"AUSTRALIA",52,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",28,"MYANMAR",10,0,"",33
"EPX","Travel Agency","Online","Cancellation Plan","No",31,"JAPAN",41,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",2,"VIET NAM",23,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",216,"MALAYSIA",16,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",49,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",18,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",85,"THAILAND",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",24,"NETHERLANDS",23,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",3,"THAILAND",0,0,"",27
"LWC","Travel Agency","Online","Single Trip Travel Protect Gold","No",8,"TAIWAN, PROVINCE OF CHINA",29,18.85,"F",72
"SSI","Airlines","Online","Ticket Protector","No",71,"SINGAPORE",12.35,3.46,"",48
"TTW","Travel Agency","Offline","Child Comprehensive Plan","No",365,"AUSTRALIA",74,0,"F",24
"JZI","Airlines","Online","Basic Plan","No",102,"JAPAN",35,12.25,"M",26
"JZI","Airlines","Online","Basic Plan","No",12,"INDIA",40,14,"M",42
"JZI","Airlines","Online","Basic Plan","No",11,"PHILIPPINES",22,7.7,"F",49
"JZI","Airlines","Online","Basic Plan","No",22,"CHINA",44,15.4,"M",31
"JZI","Airlines","Online","Basic Plan","No",43,"HONG KONG",26,9.1,"F",56
"JZI","Airlines","Online","Basic Plan","No",29,"HONG KONG",26,9.1,"F",62
"CBH","Travel Agency","Offline","Comprehensive Plan","No",209,"THAILAND",29,9.57,"M",70
"C2B","Airlines","Online","Bronze Plan","No",75,"SINGAPORE",37.05,9.26,"M",38
"C2B","Airlines","Online","Bronze Plan","No",20,"SINGAPORE",17,4.25,"F",28
"C2B","Airlines","Online","Bronze Plan","No",8,"SINGAPORE",23.5,5.88,"M",31
"C2B","Airlines","Online","Bronze Plan","No",9,"SINGAPORE",13.5,3.38,"M",25
"C2B","Airlines","Online","Silver Plan","Yes",112,"SINGAPORE",72,18,"F",28
"C2B","Airlines","Online","Silver Plan","No",6,"SINGAPORE",33.5,8.38,"M",35
"C2B","Airlines","Online","Silver Plan","No",36,"SINGAPORE",84.5,21.13,"M",23
"C2B","Airlines","Online","Silver Plan","No",9,"SINGAPORE",18.5,4.63,"M",25
"C2B","Airlines","Online","Gold Plan","No",76,"SINGAPORE",27,6.75,"M",29
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",15,"ICELAND",49.5,29.7,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",19,"AUSTRALIA",89.1,53.46,"",52
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",158,"SPAIN",59.4,35.64,"",64
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",140,"AUSTRALIA",0,29.7,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",12,"MALAYSIA",29.7,17.82,"",35
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",89,"AUSTRALIA",79.2,47.52,"",33
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",12,"NORWAY",9.9,5.94,"",33
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",17,"AUSTRALIA",112,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",8,"MALAYSIA",23,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",11,"KYRGYZSTAN",112,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",80,"CHINA",29,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",45,"THAILAND",29,0,"",29
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",166,"UNITED STATES",78,0,"",25
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",58,"KOREA, REPUBLIC OF",112,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",63,"SWITZERLAND",63,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",14,"JAPAN",41,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",97,"AUSTRALIA",38,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",5,"VIET NAM",26,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",14,"THAILAND",23,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",9,"INDONESIA",40,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",9,"INDIA",38,0,"",36
